32.5708473 66.9710894 
32.5711123 66.9712729
32.5712550 66.9715073
32.5716015 66.9715175
32.5719990 66.9714665
32.5721926 66.9713748
32.5727531 66.9713850
32.5730792 66.9714461
32.5732729 66.9713238
32.5733034 66.9711098
32.5731404 66.9709569
32.5729264 66.9708652
32.5725799 66.9708041
32.5723251 66.9706818
32.5723353 66.9704576
32.5723556 66.9701926
32.5718563 66.9699480
32.5713977 66.9699582
32.5711225 66.9699990
32.5709900 66.9702028
32.5709391 66.9703557
32.5707760 66.9704779
32.5703072 66.9705493
32.5700422 66.9706920
32.5702155 66.9708856
32.5706435 66.9709569
32.5708473 66.9710894
32.5708473 66.9710894 
